PC1	PC2	PC3	PC4	group	compartment
DclMut2LsRs05	-0.313122912449356	0.015948840256456	0.0251970622911716	0.0179378145939075	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs06	-0.335544355295988	0.0236257474164403	0.0494477068799469	0.014057796701837	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs07	-0.317371184366902	0.0153182903999919	-0.0201650707795378	0.0484907693758439	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs08	-0.305584291531816	0.013892980020659	0.0310723336834162	0.0171920865910806	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs09	-0.352160415310104	0.0231389635805628	0.0826603759551966	-0.0219206755297161	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs10	-0.340958966439392	-0.002476161029538	-0.0469667494682064	0.0395457621169557	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs11	-0.279027854312736	0.0435236919085393	0.00346119563217586	0.012314170413658	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs12	-0.313768025864962	0.00901945530201107	-0.0585738667107813	0.0740195526060588	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs13	-0.325180283370261	0.0094560868720074	-0.0471940447298023	0.0475311188953051	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs14	-0.280898579979772	0.023387101044092	0.0968123819208849	0.0084980730625826	Nip-dcl3a-3	Rs_Mut
DclMut2LsRs15	-0.309438960597409	0.0331210360615126	0.0875648232710343	-0.00267062148580694	Nip-dcl3a-3	Rs_Mut
DclMut2LsR01	0.3624513194815	0.029936449699249	0.0248010017251689	0.0430412469775912	Nip-dcl3a-3	Rt_Mut
DclMut2LsR02	0.368386580944009	-0.0182162373599329	0.0372318641663975	0.105352416357937	Nip-dcl3a-3	Rt_Mut
DclMut2LsR03	0.322628137236954	0.0539693793311738	0.0514097640943482	0.150747861800114	Nip-dcl3a-3	Rt_Mut
DclMut2LsR04	0.342518436782568	0.188449805189366	0.0161965198433084	0.0375253610919524	Nip-dcl3a-3	Rt_Mut
DclMut2LsR05	0.372166467937603	0.0195679691760065	-0.000123556626713561	0.13333731535901	Nip-dcl3a-3	Rt_Mut
DclMut2LsR06	0.37255388285141	0.0225325960443238	0.0372524333944885	0.1169357941271	Nip-dcl3a-3	Rt_Mut
DclMut2LsR07	0.385129876347679	-0.00353645527668494	0.0313806726068738	0.0859162525190639	Nip-dcl3a-3	Rt_Mut
DclMut2LsR08	0.357055655980799	-0.030800358309412	0.0127770540293917	0.0111170085932722	Nip-dcl3a-3	Rt_Mut
DclMut2LsR09	0.367658663135289	-0.0436983726508837	0.0525118488766549	0.142003817762015	Nip-dcl3a-3	Rt_Mut
DclMut2LsR10	0.329642384003063	-0.0542808182414053	0.0330824338669565	0.138078682054182	Nip-dcl3a-3	Rt_Mut
DclMut2LsR11	0.370418426909045	0.0390718575320295	0.0132288966771687	0.063794429364351	Nip-dcl3a-3	Rt_Mut
DclMut2LsR12	0.380114134388012	-0.0203407668332962	0.0442660463266009	0.155298118523058	Nip-dcl3a-3	Rt_Mut
DclMut2LsR13	0.375486933291586	0.00618846894096801	0.0447946222918286	0.14185072378844	Nip-dcl3a-3	Rt_Mut
DclMut2LsR14	0.364665268674354	0.0592151818044547	0.0509913593052336	0.144457690701293	Nip-dcl3a-3	Rt_Mut
DclMut2LsR15	0.373573761753908	-0.0416686019671514	0.0500960653398415	0.163400605303929	Nip-dcl3a-3	Rt_Mut
